paper_id,year,title,venue,url,authors,author_ids,n_authors,venue_rank
2020.aacl-main.64,2020,Contextualized End-to-End Neural Entity Linking,aacl,https://aclanthology.org/2020.aacl-main.64/,Haotian Chen; Xi Li; Andrej Zukov Gregoric; Sahil Wadhwa,haotian-chen; xi-li; andrej-zukov-gregoric; sahil-wadhwa,4,5
2020.aacl-main.34,2020,Energy-based Self-attentive Learning of Abstractive Communities for Spoken Language Understanding,aacl,https://aclanthology.org/2020.aacl-main.34/,Guokan Shang; Antoine Tixier; Michalis Vazirgiannis; Jean-Pierre Lorré,guokan-shang; antoine-tixier; michalis-vazirgiannis; jean-pierre-lorr,4,5
2020.aacl-main.76,2020,Robustness and Reliability of Gender Bias Assessment in Word Embeddings: The Role of Base Pairs,aacl,https://aclanthology.org/2020.aacl-main.76/,Haiyang Zhang; Alison Sneyd; Mark Stevenson,haiyang-zhang; alison-sneyd; mark-stevenson,3,5
2020.aacl-main.1,2020,Touch Editing: A Flexible One-Time Interaction Approach for Translation,aacl,https://aclanthology.org/2020.aacl-main.1/,Qian Wang; Jiajun Zhang; Lemao Liu; Guoping Huang; Chengqing Zong,qian-wang; jiajun-zhang; lemao-liu; guoping-huang; chengqing-zong,5,5
2020.aacl-main.42,2020,Grounded PCFG Induction with Images,aacl,https://aclanthology.org/2020.aacl-main.42/,Lifeng Jin; William Schuler,lifeng-jin; william-schuler,2,5
2020.aacl-srw.2,2020,Two-Headed Monster and Crossed Co-Attention Networks,aacl,https://aclanthology.org/2020.aacl-srw.2/,Yaoyiran Li; Jing Jiang,yaoyiran-li; jing-jiang,2,5
2020.aacl-main.65,2020,DAPPER: Learning Domain-Adapted Persona Representation Using Pretrained BERT and External Memory,aacl,https://aclanthology.org/2020.aacl-main.65/,Prashanth Vijayaraghavan; Eric Chu; Deb Roy,prashanth-vijayaraghavan; eric-chu; deb-roy,3,5
2020.aacl-main.77,2020,ExpanRL: Hierarchical Reinforcement Learning for Course Concept Expansion in MOOCs,aacl,https://aclanthology.org/2020.aacl-main.77/,Jifan Yu; Chenyu Wang; Gan Luo; Lei Hou; Juanzi Li; Jie Tang; Minlie Huang; Zhiyuan Liu,jifan-yu; chenyu-wang; gan-luo; lei-hou; juanzi-li; jie-tang; minlie-huang; zhiyuan-liu,8,5
2020.aacl-main.28,2020,Generating Commonsense Explanation by Extracting Bridge Concepts from Reasoning Paths,aacl,https://aclanthology.org/2020.aacl-main.28/,Haozhe Ji; Pei Ke; Shaohan Huang; Furu Wei; Minlie Huang,haozhe-ji; pei-ke; shaohan-huang; furu-wei; minlie-huang,5,5
2020.aacl-main.20,2020,Chinese Grammatical Correction Using BERT-based Pre-trained Model,aacl,https://aclanthology.org/2020.aacl-main.20/,Hongfei Wang; Michiki Kurosawa; Satoru Katsumata; Mamoru Komachi,hongfei-wang; michiki-kurosawa; satoru-katsumata; mamoru-komachi,4,5
2020.aacl-main.92,2020,Measuring What Counts: The Case of Rumour Stance Classification,aacl,https://aclanthology.org/2020.aacl-main.92/,Carolina Scarton; Diego Silva; Kalina Bontcheva,carolina-scarton; diego-silva; kalina-bontcheva,3,5
2020.aacl-srw.17,2020,Multi-task Learning for Automated Essay Scoring with Sentiment Analysis,aacl,https://aclanthology.org/2020.aacl-srw.17/,Panitan Muangkammuen; Fumiyo Fukumoto,panitan-muangkammuen; fumiyo-fukumoto,2,5
2020.aacl-main.10,2020,A Simple and Effective Usage of Word Clusters for CBOW Model,aacl,https://aclanthology.org/2020.aacl-main.10/,Yukun Feng; Chenlong Hu; Hidetaka Kamigaito; Hiroya Takamura; Manabu Okumura,yukun-feng; chenlong-hu; hidetaka-kamigaito; hiroya-takamura; manabu-okumura,5,5
2020.aacl-main.15,2020,A Simple Text-based Relevant Location Prediction Method using Knowledge Base,aacl,https://aclanthology.org/2020.aacl-main.15/,Mei Sasaki; Shumpei Okura; Shingo Ono,mei-sasaki; shumpei-okura; shingo-ono,3,5
2020.aacl-srw.21,2020,MRC Examples Answerable by BERT without a Question Are Less Effective in MRC Model Training,aacl,https://aclanthology.org/2020.aacl-srw.21/,Hongyu Li; Tengyang Chen; Shuting Bai; Takehito Utsuro; Yasuhide Kawada,hongyu-li; tengyang-chen; shuting-bai; takehito-utsuro; yasuhide-kawada,5,5
