claim_id,paper_id,year,cluster,rep_cluster
0,2021.emnlp-main.602,2021,56,114
1,2021.emnlp-main.602,2021,78,-1
2,2021.emnlp-main.602,2021,56,5
3,2020.emnlp-main.593,2020,53,-1
4,2020.emnlp-main.593,2020,53,61
5,2020.emnlp-main.593,2020,53,-1
6,2023.emnlp-main.50,2023,6,27
7,2023.emnlp-main.50,2023,-1,27
8,2023.emnlp-main.50,2023,56,41
9,2023.emnlp-main.50,2023,11,5
10,2025.emnlp-main.927,2025,-1,45
11,2025.emnlp-main.927,2025,-1,45
12,2025.emnlp-main.927,2025,73,9
13,2025.emnlp-main.927,2025,72,30
14,2020.emnlp-main.490,2020,-1,40
15,2020.emnlp-main.490,2020,-1,103
16,2020.emnlp-main.747,2020,23,111
17,2020.emnlp-main.747,2020,23,-1
18,2020.emnlp-main.747,2020,23,33
19,2020.emnlp-main.747,2020,23,33
20,2022.emnlp-main.341,2022,33,27
21,2022.emnlp-main.341,2022,-1,98
22,2022.emnlp-main.341,2022,53,103
23,2022.emnlp-main.341,2022,15,4
24,2023.emnlp-main.862,2023,1,-1
25,2024.emnlp-main.12,2024,-1,57
26,2024.emnlp-main.12,2024,-1,68
27,2024.emnlp-main.12,2024,72,73
28,2024.emnlp-main.12,2024,-1,6
29,2020.emnlp-main.320,2020,-1,1
30,2020.emnlp-main.320,2020,-1,6
31,2020.emnlp-main.472,2020,-1,1
32,2020.emnlp-main.472,2020,-1,60
33,2020.emnlp-main.472,2020,-1,42
34,2020.emnlp-main.472,2020,48,15
35,2020.emnlp-main.393,2020,-1,89
36,2020.emnlp-main.393,2020,52,-1
37,2020.emnlp-main.393,2020,56,89
38,2021.emnlp-main.691,2021,9,-1
39,2021.emnlp-main.691,2021,9,-1
40,2021.emnlp-main.691,2021,9,14
41,2025.emnlp-main.603,2025,5,-1
42,2025.emnlp-main.603,2025,5,120
43,2025.emnlp-main.603,2025,56,92
44,2025.emnlp-main.603,2025,5,-1
45,2025.emnlp-main.59,2025,6,27
46,2025.emnlp-main.59,2025,6,1
47,2025.emnlp-main.59,2025,6,27
48,2021.emnlp-main.713,2021,-1,70
49,2021.emnlp-main.713,2021,-1,70
50,2021.emnlp-main.713,2021,-1,-1
51,2021.emnlp-main.713,2021,-1,70
52,2023.emnlp-main.1037,2023,34,-1
53,2023.emnlp-main.1037,2023,25,4
54,2023.emnlp-main.1037,2023,34,54
55,2024.emnlp-main.386,2024,12,27
56,2024.emnlp-main.386,2024,12,33
57,2023.emnlp-main.546,2023,56,41
58,2023.emnlp-main.546,2023,47,41
59,2023.emnlp-main.546,2023,56,36
60,2022.emnlp-main.703,2022,64,78
61,2022.emnlp-main.703,2022,8,26
62,2022.emnlp-main.703,2022,78,14
63,2022.emnlp-main.744,2022,35,-1
64,2022.emnlp-main.744,2022,35,101
65,2022.emnlp-main.744,2022,35,-1
66,2022.emnlp-main.19,2022,6,117
67,2022.emnlp-main.19,2022,6,10
68,2024.emnlp-main.7,2024,46,-1
69,2021.emnlp-main.651,2021,8,109
70,2021.emnlp-main.651,2021,8,109
71,2021.emnlp-main.651,2021,8,-1
72,2020.emnlp-main.189,2020,-1,42
73,2020.emnlp-main.189,2020,-1,-1
74,2020.emnlp-main.189,2020,-1,5
75,2020.emnlp-main.189,2020,15,4
76,2023.emnlp-main.501,2023,-1,68
77,2023.emnlp-main.501,2023,-1,58
78,2021.emnlp-main.576,2021,6,3
79,2021.emnlp-main.576,2021,6,3
80,2021.emnlp-main.576,2021,6,3
81,2021.emnlp-main.17,2021,-1,8
82,2021.emnlp-main.17,2021,56,41
83,2021.emnlp-main.17,2021,-1,-1
84,2021.emnlp-main.17,2021,-1,-1
85,2021.emnlp-main.17,2021,58,8
86,2025.emnlp-main.1317,2025,4,34
87,2025.emnlp-main.1317,2025,4,46
88,2025.emnlp-main.1317,2025,4,-1
89,2025.emnlp-main.1317,2025,6,30
90,2025.emnlp-main.1038,2025,72,7
91,2025.emnlp-main.1038,2025,10,7
92,2025.emnlp-main.1038,2025,-1,-1
93,2025.emnlp-main.1038,2025,-1,33
94,2025.emnlp-main.1038,2025,15,4
95,2021.emnlp-main.357,2021,11,-1
96,2021.emnlp-main.357,2021,11,28
97,2021.emnlp-main.357,2021,15,4
98,2021.emnlp-main.175,2021,-1,62
99,2021.emnlp-main.175,2021,-1,-1
100,2021.emnlp-main.175,2021,24,26
101,2021.emnlp-main.175,2021,11,52
102,2025.emnlp-main.875,2025,37,47
103,2025.emnlp-main.875,2025,11,47
104,2021.emnlp-main.572,2021,56,41
105,2021.emnlp-main.572,2021,-1,54
106,2021.emnlp-main.572,2021,15,48
107,2021.emnlp-main.572,2021,15,48
108,2021.emnlp-main.219,2021,-1,8
109,2021.emnlp-main.219,2021,-1,-1
110,2021.emnlp-main.219,2021,-1,8
111,2021.emnlp-main.219,2021,-1,-1
112,2021.emnlp-main.219,2021,-1,8
113,2022.emnlp-main.154,2022,-1,116
114,2022.emnlp-main.154,2022,-1,5
115,2022.emnlp-main.154,2022,-1,5
116,2025.emnlp-main.953,2025,20,112
117,2025.emnlp-main.953,2025,20,116
118,2025.emnlp-main.953,2025,-1,5
119,2025.emnlp-main.953,2025,-1,100
120,2025.emnlp-main.232,2025,46,91
121,2025.emnlp-main.232,2025,-1,16
122,2025.emnlp-main.232,2025,46,-1
123,2025.emnlp-main.232,2025,46,44
124,2025.emnlp-main.232,2025,46,-1
125,2020.emnlp-main.129,2020,10,7
126,2020.emnlp-main.129,2020,10,7
127,2020.emnlp-main.619,2020,30,40
128,2020.emnlp-main.619,2020,30,-1
129,2021.emnlp-main.583,2021,68,25
130,2021.emnlp-main.583,2021,68,70
131,2021.emnlp-main.583,2021,68,25
132,2021.emnlp-main.583,2021,68,25
133,2020.emnlp-main.284,2020,76,8
134,2020.emnlp-main.284,2020,76,8
135,2021.emnlp-main.9,2021,7,1
136,2021.emnlp-main.9,2021,7,79
137,2021.emnlp-main.9,2021,-1,1
138,2021.emnlp-main.9,2021,62,-1
139,2021.emnlp-main.9,2021,62,104
140,2025.emnlp-main.553,2025,-1,5
141,2025.emnlp-main.553,2025,46,86
142,2025.emnlp-main.463,2025,-1,25
143,2025.emnlp-main.463,2025,-1,102
144,2025.emnlp-main.463,2025,-1,120
145,2025.emnlp-main.463,2025,67,-1
146,2025.emnlp-main.463,2025,-1,9
147,2020.emnlp-main.398,2020,56,41
148,2020.emnlp-main.398,2020,56,-1
149,2020.emnlp-main.398,2020,56,41
150,2020.emnlp-main.398,2020,56,48
151,2023.emnlp-main.663,2023,42,0
152,2023.emnlp-main.663,2023,42,0
153,2023.emnlp-main.663,2023,42,0
154,2025.emnlp-main.159,2025,-1,44
155,2025.emnlp-main.159,2025,-1,-1
156,2025.emnlp-main.159,2025,73,9
157,2025.emnlp-main.159,2025,-1,-1
158,2025.emnlp-main.159,2025,-1,69
159,2025.emnlp-main.159,2025,-1,9
160,2024.emnlp-main.264,2024,30,-1
161,2024.emnlp-main.264,2024,30,40
162,2024.emnlp-main.264,2024,-1,33
163,2025.emnlp-main.16,2025,-1,-1
164,2025.emnlp-main.16,2025,-1,-1
165,2025.emnlp-main.16,2025,-1,5
166,2025.emnlp-main.1464,2025,-1,116
167,2025.emnlp-main.1464,2025,-1,-1
168,2025.emnlp-main.1464,2025,23,100
169,2025.emnlp-main.1464,2025,-1,1
170,2023.emnlp-main.607,2023,64,-1
171,2023.emnlp-main.607,2023,64,108
172,2023.emnlp-main.607,2023,52,81
173,2024.emnlp-main.926,2024,-1,-1
174,2024.emnlp-main.926,2024,-1,66
175,2024.emnlp-main.926,2024,-1,66
176,2024.emnlp-main.926,2024,-1,54
177,2024.emnlp-main.926,2024,-1,54
178,2020.emnlp-main.360,2020,-1,12
179,2020.emnlp-main.360,2020,43,93
180,2020.emnlp-main.360,2020,-1,93
181,2020.emnlp-main.360,2020,43,93
182,2024.emnlp-main.351,2024,-1,78
183,2024.emnlp-main.351,2024,6,-1
184,2024.emnlp-main.351,2024,-1,86
185,2024.emnlp-main.351,2024,-1,86
186,2025.emnlp-main.969,2025,72,101
187,2025.emnlp-main.969,2025,78,47
188,2020.emnlp-main.600,2020,-1,-1
189,2020.emnlp-main.600,2020,33,108
190,2020.emnlp-main.600,2020,33,27
191,2021.emnlp-main.539,2021,-1,60
192,2021.emnlp-main.539,2021,43,3
193,2021.emnlp-main.539,2021,-1,60
194,2021.emnlp-main.539,2021,-1,33
195,2021.emnlp-main.539,2021,-1,60
196,2023.emnlp-main.803,2023,68,25
197,2023.emnlp-main.803,2023,-1,89
198,2023.emnlp-main.803,2023,-1,84
199,2023.emnlp-main.803,2023,-1,95
200,2023.emnlp-main.803,2023,-1,84
201,2022.emnlp-main.85,2022,56,1
202,2022.emnlp-main.85,2022,56,48
203,2025.emnlp-main.1041,2025,-1,-1
204,2025.emnlp-main.1041,2025,-1,120
205,2025.emnlp-main.1041,2025,-1,-1
206,2025.emnlp-main.1041,2025,-1,-1
207,2025.emnlp-main.1041,2025,-1,-1
208,2023.emnlp-main.631,2023,11,16
209,2023.emnlp-main.631,2023,11,16
210,2021.emnlp-main.695,2021,-1,51
211,2021.emnlp-main.695,2021,-1,-1
212,2021.emnlp-main.695,2021,-1,-1
213,2022.emnlp-main.483,2022,-1,26
214,2022.emnlp-main.483,2022,-1,91
215,2022.emnlp-main.483,2022,-1,48
216,2025.emnlp-main.590,2025,63,54
217,2025.emnlp-main.590,2025,6,59
218,2025.emnlp-main.590,2025,63,-1
219,2025.emnlp-main.590,2025,6,-1
220,2025.emnlp-main.590,2025,6,-1
221,2021.emnlp-main.101,2021,25,20
222,2021.emnlp-main.101,2021,25,20
223,2021.emnlp-main.101,2021,25,52
224,2021.emnlp-main.101,2021,-1,20
225,2021.emnlp-main.233,2021,23,48
226,2021.emnlp-main.233,2021,23,72
227,2021.emnlp-main.233,2021,23,87
228,2021.emnlp-main.233,2021,23,60
229,2021.emnlp-main.233,2021,23,104
230,2021.emnlp-main.233,2021,23,48
231,2021.emnlp-main.264,2021,-1,70
232,2021.emnlp-main.264,2021,-1,71
233,2021.emnlp-main.264,2021,43,3
234,2021.emnlp-main.264,2021,43,3
235,2021.emnlp-main.264,2021,7,-1
236,2024.emnlp-main.72,2024,78,47
237,2024.emnlp-main.72,2024,-1,-1
238,2024.emnlp-main.72,2024,-1,23
239,2024.emnlp-main.72,2024,39,4
240,2021.emnlp-main.57,2021,-1,27
241,2021.emnlp-main.57,2021,-1,27
242,2021.emnlp-main.57,2021,-1,5
243,2021.emnlp-main.199,2021,3,40
244,2021.emnlp-main.199,2021,3,33
245,2021.emnlp-main.199,2021,3,-1
246,2021.emnlp-main.199,2021,3,-1
247,2021.emnlp-main.199,2021,3,-1
248,2020.emnlp-main.132,2020,-1,8
249,2020.emnlp-main.132,2020,-1,10
250,2020.emnlp-main.132,2020,74,79
251,2020.emnlp-main.132,2020,-1,83
252,2021.emnlp-main.729,2021,12,48
253,2021.emnlp-main.729,2021,12,-1
254,2021.emnlp-main.729,2021,12,-1
255,2021.emnlp-main.729,2021,12,-1
256,2020.emnlp-main.403,2020,-1,83
257,2020.emnlp-main.403,2020,-1,83
258,2020.emnlp-main.403,2020,56,83
259,2020.emnlp-main.403,2020,78,14
260,2020.emnlp-main.736,2020,17,27
261,2020.emnlp-main.736,2020,17,100
262,2020.emnlp-main.736,2020,17,-1
263,2020.emnlp-main.736,2020,17,26
264,2020.emnlp-main.736,2020,17,5
265,2020.emnlp-main.736,2020,17,5
266,2024.emnlp-main.962,2024,6,25
267,2024.emnlp-main.962,2024,6,25
268,2022.emnlp-main.481,2022,-1,6
269,2022.emnlp-main.481,2022,-1,100
270,2023.emnlp-main.965,2023,74,93
271,2023.emnlp-main.965,2023,74,93
272,2023.emnlp-main.965,2023,74,93
273,2023.emnlp-main.965,2023,74,93
274,2023.emnlp-main.965,2023,74,93
275,2024.emnlp-main.727,2024,33,28
276,2024.emnlp-main.727,2024,33,27
277,2024.emnlp-main.727,2024,33,27
278,2024.emnlp-main.727,2024,33,27
279,2022.emnlp-main.70,2022,-1,66
280,2022.emnlp-main.70,2022,-1,-1
281,2022.emnlp-main.262,2022,15,14
282,2022.emnlp-main.262,2022,-1,91
283,2022.emnlp-main.262,2022,15,4
284,2022.emnlp-main.262,2022,15,4
285,2020.emnlp-main.402,2020,-1,52
286,2020.emnlp-main.402,2020,-1,82
287,2020.emnlp-main.402,2020,-1,91
288,2021.emnlp-main.802,2021,-1,6
289,2021.emnlp-main.802,2021,57,-1
290,2021.emnlp-main.802,2021,-1,105
291,2021.emnlp-main.802,2021,-1,105
292,2021.emnlp-main.802,2021,71,1
293,2024.emnlp-main.497,2024,-1,34
294,2024.emnlp-main.497,2024,-1,108
295,2024.emnlp-main.497,2024,56,-1
296,2024.emnlp-main.497,2024,56,-1
297,2024.emnlp-main.497,2024,72,77
298,2021.emnlp-main.834,2021,51,54
299,2021.emnlp-main.834,2021,51,76
300,2021.emnlp-main.834,2021,51,5
301,2023.emnlp-main.969,2023,-1,57
302,2023.emnlp-main.969,2023,-1,-1
303,2023.emnlp-main.969,2023,56,48
304,2023.emnlp-main.969,2023,-1,-1
305,2025.emnlp-main.30,2025,36,44
306,2025.emnlp-main.30,2025,-1,99
307,2025.emnlp-main.30,2025,36,4
308,2025.emnlp-main.30,2025,-1,44
309,2025.emnlp-main.30,2025,-1,99
310,2024.emnlp-main.86,2024,-1,60
311,2023.emnlp-main.632,2023,78,-1
312,2023.emnlp-main.632,2023,78,-1
313,2023.emnlp-main.632,2023,78,47
314,2023.emnlp-main.688,2023,72,45
315,2023.emnlp-main.688,2023,72,78
316,2023.emnlp-main.688,2023,-1,75
317,2023.emnlp-main.688,2023,72,73
318,2023.emnlp-main.688,2023,-1,68
319,2023.emnlp-main.688,2023,72,77
320,2021.emnlp-main.843,2021,-1,-1
321,2021.emnlp-main.843,2021,-1,82
322,2021.emnlp-main.843,2021,54,86
323,2021.emnlp-main.843,2021,54,82
324,2025.emnlp-main.1189,2025,-1,105
325,2025.emnlp-main.1189,2025,-1,105
326,2025.emnlp-main.255,2025,41,0
327,2025.emnlp-main.255,2025,6,55
328,2025.emnlp-main.255,2025,41,83
329,2025.emnlp-main.255,2025,6,54
330,2025.emnlp-main.255,2025,-1,68
331,2025.emnlp-main.255,2025,6,99
332,2025.emnlp-main.255,2025,6,99
333,2020.emnlp-main.630,2020,65,-1
334,2020.emnlp-main.630,2020,65,20
335,2020.emnlp-main.630,2020,65,20
336,2020.emnlp-main.630,2020,65,5
337,2020.emnlp-main.630,2020,65,-1
338,2020.emnlp-main.630,2020,65,-1
339,2020.emnlp-main.626,2020,11,-1
340,2020.emnlp-main.626,2020,11,62
341,2020.emnlp-main.626,2020,25,8
342,2025.emnlp-main.911,2025,-1,40
343,2025.emnlp-main.911,2025,-1,40
344,2025.emnlp-main.911,2025,-1,26
345,2024.emnlp-main.113,2024,-1,60
346,2024.emnlp-main.113,2024,57,5
347,2024.emnlp-main.113,2024,8,60
348,2024.emnlp-main.113,2024,-1,-1
349,2024.emnlp-main.113,2024,-1,60
350,2022.emnlp-main.543,2022,16,57
351,2022.emnlp-main.543,2022,16,57
352,2022.emnlp-main.543,2022,16,5
353,2023.emnlp-main.105,2023,-1,6
354,2023.emnlp-main.105,2023,62,5
355,2023.emnlp-main.105,2023,-1,-1
356,2023.emnlp-main.105,2023,11,16
357,2023.emnlp-main.105,2023,62,104
358,2022.emnlp-main.136,2022,35,37
359,2022.emnlp-main.136,2022,35,37
360,2022.emnlp-main.136,2022,35,37
361,2023.emnlp-main.91,2023,78,-1
362,2023.emnlp-main.91,2023,78,5
363,2023.emnlp-main.91,2023,78,97
364,2023.emnlp-main.91,2023,56,96
365,2023.emnlp-main.91,2023,56,87
366,2025.emnlp-main.213,2025,-1,54
367,2025.emnlp-main.213,2025,-1,88
368,2025.emnlp-main.213,2025,-1,88
369,2025.emnlp-main.213,2025,-1,88
370,2025.emnlp-main.213,2025,-1,-1
371,2025.emnlp-main.835,2025,66,19
372,2025.emnlp-main.835,2025,-1,20
373,2025.emnlp-main.835,2025,71,105
374,2025.emnlp-main.835,2025,-1,1
375,2025.emnlp-main.835,2025,66,19
376,2025.emnlp-main.835,2025,66,19
377,2021.emnlp-main.570,2021,54,-1
378,2021.emnlp-main.570,2021,54,82
379,2021.emnlp-main.570,2021,33,27
380,2020.emnlp-main.138,2020,63,120
381,2020.emnlp-main.138,2020,63,54
382,2020.emnlp-main.249,2020,28,-1
383,2020.emnlp-main.249,2020,-1,82
384,2020.emnlp-main.249,2020,-1,89
385,2021.emnlp-main.269,2021,32,116
386,2021.emnlp-main.269,2021,32,114
387,2021.emnlp-main.269,2021,-1,114
388,2021.emnlp-main.269,2021,32,-1
389,2024.emnlp-main.957,2024,6,59
390,2024.emnlp-main.957,2024,6,59
391,2024.emnlp-main.957,2024,6,-1
392,2024.emnlp-main.957,2024,-1,1
393,2024.emnlp-main.957,2024,56,30
394,2025.emnlp-main.1606,2025,6,44
395,2025.emnlp-main.1606,2025,37,55
396,2025.emnlp-main.366,2025,-1,-1
397,2025.emnlp-main.366,2025,78,21
398,2025.emnlp-main.366,2025,78,47
399,2023.emnlp-main.513,2023,41,-1
400,2023.emnlp-main.513,2023,41,40
401,2023.emnlp-main.513,2023,-1,37
402,2023.emnlp-main.513,2023,41,41
403,2024.emnlp-main.1028,2024,6,68
404,2024.emnlp-main.1028,2024,-1,52
405,2023.emnlp-main.61,2023,-1,6
406,2023.emnlp-main.61,2023,-1,-1
407,2023.emnlp-main.61,2023,47,6
408,2023.emnlp-main.61,2023,72,-1
409,2023.emnlp-main.61,2023,-1,74
410,2020.emnlp-main.367,2020,71,12
411,2020.emnlp-main.367,2020,71,-1
412,2020.emnlp-main.367,2020,71,-1
413,2022.emnlp-main.335,2022,-1,14
414,2022.emnlp-main.335,2022,-1,14
415,2022.emnlp-main.335,2022,-1,14
416,2024.emnlp-main.392,2024,30,15
417,2024.emnlp-main.392,2024,-1,33
418,2024.emnlp-main.392,2024,-1,-1
419,2024.emnlp-main.392,2024,-1,108
420,2024.emnlp-main.392,2024,30,-1
421,2024.emnlp-main.544,2024,6,67
422,2024.emnlp-main.544,2024,6,-1
423,2024.emnlp-main.544,2024,6,25
424,2022.emnlp-main.170,2022,71,11
425,2022.emnlp-main.170,2022,71,11
426,2022.emnlp-main.170,2022,71,11
427,2022.emnlp-main.170,2022,71,11
428,2022.emnlp-main.170,2022,71,11
429,2022.emnlp-main.729,2022,-1,15
430,2022.emnlp-main.729,2022,-1,-1
431,2022.emnlp-main.729,2022,38,41
432,2020.emnlp-main.178,2020,43,3
433,2020.emnlp-main.178,2020,43,5
434,2023.emnlp-main.611,2023,33,6
435,2023.emnlp-main.611,2023,-1,6
436,2020.emnlp-main.163,2020,6,3
437,2020.emnlp-main.163,2020,32,12
438,2023.emnlp-main.888,2023,-1,-1
439,2023.emnlp-main.888,2023,-1,-1
440,2023.emnlp-main.888,2023,-1,66
441,2020.emnlp-main.520,2020,-1,-1
442,2020.emnlp-main.520,2020,-1,5
443,2024.emnlp-main.375,2024,4,-1
444,2024.emnlp-main.375,2024,4,47
445,2021.emnlp-main.431,2021,65,1
446,2021.emnlp-main.431,2021,65,1
447,2021.emnlp-main.431,2021,66,-1
448,2020.emnlp-main.349,2020,17,-1
449,2020.emnlp-main.349,2020,17,16
450,2020.emnlp-main.349,2020,17,60
451,2020.emnlp-main.349,2020,-1,-1
452,2020.emnlp-main.349,2020,17,16
453,2024.emnlp-main.793,2024,6,25
454,2024.emnlp-main.793,2024,6,85
455,2024.emnlp-main.793,2024,6,-1
456,2024.emnlp-main.793,2024,6,85
457,2024.emnlp-main.793,2024,6,-1
458,2022.emnlp-main.600,2022,-1,117
459,2022.emnlp-main.600,2022,18,81
460,2022.emnlp-main.600,2022,-1,105
461,2022.emnlp-main.600,2022,-1,105
462,2022.emnlp-main.600,2022,6,87
463,2020.emnlp-main.734,2020,-1,80
464,2020.emnlp-main.734,2020,52,111
465,2020.emnlp-main.734,2020,-1,5
466,2020.emnlp-main.734,2020,52,5
467,2020.emnlp-main.734,2020,52,5
468,2023.emnlp-main.666,2023,-1,12
469,2023.emnlp-main.666,2023,-1,12
470,2023.emnlp-main.666,2023,-1,12
471,2021.emnlp-main.317,2021,1,35
472,2021.emnlp-main.317,2021,1,35
473,2021.emnlp-main.317,2021,1,116
474,2025.emnlp-main.391,2025,-1,112
475,2025.emnlp-main.391,2025,-1,-1
476,2025.emnlp-main.391,2025,-1,87
477,2025.emnlp-main.391,2025,-1,118
478,2025.emnlp-main.391,2025,-1,-1
479,2025.emnlp-main.391,2025,27,17
480,2022.emnlp-main.328,2022,74,82
481,2022.emnlp-main.328,2022,63,82
482,2022.emnlp-main.328,2022,74,-1
483,2020.emnlp-main.364,2020,43,3
484,2020.emnlp-main.364,2020,43,3
485,2020.emnlp-main.364,2020,43,3
486,2020.emnlp-main.463,2020,56,91
487,2020.emnlp-main.463,2020,56,-1
488,2020.emnlp-main.463,2020,56,14
489,2020.emnlp-main.463,2020,56,90
490,2020.emnlp-main.463,2020,56,76
491,2023.emnlp-main.34,2023,6,25
492,2023.emnlp-main.34,2023,6,25
493,2023.emnlp-main.34,2023,6,25
494,2023.emnlp-main.194,2023,54,82
495,2023.emnlp-main.194,2023,54,69
496,2022.emnlp-main.768,2022,-1,6
497,2023.emnlp-main.1009,2023,11,41
498,2023.emnlp-main.1009,2023,11,41
499,2020.emnlp-main.348,2020,33,27
500,2020.emnlp-main.348,2020,33,88
501,2020.emnlp-main.348,2020,-1,88
502,2020.emnlp-main.348,2020,-1,-1
503,2020.emnlp-main.348,2020,-1,-1
504,2020.emnlp-main.348,2020,56,-1
505,2020.emnlp-main.348,2020,11,16
506,2025.emnlp-main.592,2025,6,66
507,2025.emnlp-main.592,2025,51,66
508,2025.emnlp-main.592,2025,76,93
509,2025.emnlp-main.592,2025,-1,66
510,2025.emnlp-main.592,2025,51,66
511,2025.emnlp-main.1714,2025,73,9
512,2025.emnlp-main.1714,2025,73,9
513,2025.emnlp-main.1714,2025,73,9
514,2021.emnlp-main.469,2021,-1,48
515,2021.emnlp-main.469,2021,52,41
516,2021.emnlp-main.469,2021,15,48
517,2021.emnlp-main.469,2021,15,48
518,2020.emnlp-main.532,2020,11,66
519,2020.emnlp-main.532,2020,11,-1
520,2020.emnlp-main.532,2020,11,66
521,2020.emnlp-main.532,2020,8,66
522,2020.emnlp-main.532,2020,11,98
523,2020.emnlp-main.213,2020,43,3
524,2020.emnlp-main.213,2020,43,-1
525,2020.emnlp-main.213,2020,43,3
526,2020.emnlp-main.213,2020,43,3
527,2022.emnlp-main.153,2022,8,118
528,2022.emnlp-main.153,2022,37,66
529,2022.emnlp-main.153,2022,8,5
530,2022.emnlp-main.153,2022,8,3
531,2023.emnlp-main.364,2023,-1,24
532,2023.emnlp-main.364,2023,67,24
533,2023.emnlp-main.364,2023,72,45
534,2021.emnlp-main.347,2021,-1,10
535,2021.emnlp-main.347,2021,-1,10
536,2021.emnlp-main.347,2021,19,53
537,2021.emnlp-main.347,2021,19,82
538,2021.emnlp-main.347,2021,33,40
539,2021.emnlp-main.68,2021,41,-1
540,2021.emnlp-main.68,2021,41,33
541,2021.emnlp-main.68,2021,41,-1
542,2025.emnlp-main.1101,2025,6,59
543,2025.emnlp-main.1101,2025,6,59
544,2025.emnlp-main.1101,2025,6,59
545,2021.emnlp-main.463,2021,-1,-1
546,2021.emnlp-main.463,2021,-1,108
547,2021.emnlp-main.463,2021,-1,108
548,2021.emnlp-main.463,2021,-1,83
549,2021.emnlp-main.463,2021,-1,94
550,2025.emnlp-main.1533,2025,78,23
551,2025.emnlp-main.1533,2025,56,41
552,2025.emnlp-main.1533,2025,56,-1
553,2025.emnlp-main.1533,2025,56,-1
554,2025.emnlp-main.1533,2025,-1,52
555,2025.emnlp-main.1533,2025,-1,25
556,2025.emnlp-main.1790,2025,-1,82
557,2025.emnlp-main.1790,2025,-1,-1
558,2025.emnlp-main.1790,2025,41,37
559,2025.emnlp-main.1790,2025,41,88
560,2025.emnlp-main.1790,2025,41,-1
561,2023.emnlp-main.177,2023,-1,51
562,2023.emnlp-main.177,2023,-1,20
563,2023.emnlp-main.177,2023,-1,20
564,2023.emnlp-main.177,2023,-1,51
565,2023.emnlp-main.177,2023,65,20
566,2024.emnlp-main.902,2024,31,60
567,2024.emnlp-main.902,2024,31,33
568,2024.emnlp-main.902,2024,-1,52
569,2025.emnlp-main.786,2025,-1,52
570,2025.emnlp-main.786,2025,-1,-1
571,2025.emnlp-main.786,2025,-1,4
572,2023.emnlp-main.314,2023,-1,72
573,2023.emnlp-main.314,2023,-1,-1
574,2023.emnlp-main.314,2023,43,70
575,2023.emnlp-main.314,2023,40,3
576,2020.emnlp-main.424,2020,-1,54
577,2020.emnlp-main.424,2020,69,-1
578,2020.emnlp-main.424,2020,-1,94
579,2020.emnlp-main.424,2020,69,41
580,2025.emnlp-main.1614,2025,6,78
581,2025.emnlp-main.1614,2025,-1,-1
582,2025.emnlp-main.1614,2025,6,-1
583,2025.emnlp-main.1614,2025,72,45
584,2024.emnlp-main.530,2024,-1,-1
585,2021.emnlp-main.114,2021,8,-1
586,2021.emnlp-main.114,2021,8,95
587,2021.emnlp-main.114,2021,11,33
588,2020.emnlp-main.521,2020,65,12
589,2020.emnlp-main.521,2020,65,12
590,2020.emnlp-main.521,2020,65,11
591,2020.emnlp-main.521,2020,65,12
592,2020.emnlp-main.521,2020,65,0
593,2023.emnlp-main.715,2023,57,14
594,2023.emnlp-main.715,2023,78,30
595,2023.emnlp-main.715,2023,57,5
596,2025.emnlp-main.889,2025,73,47
597,2025.emnlp-main.889,2025,73,47
598,2025.emnlp-main.889,2025,-1,9
599,2022.emnlp-main.230,2022,-1,6
600,2022.emnlp-main.230,2022,43,3
601,2022.emnlp-main.230,2022,43,30
602,2022.emnlp-main.230,2022,-1,6
603,2022.emnlp-main.230,2022,43,3
604,2020.emnlp-main.248,2020,68,10
605,2020.emnlp-main.248,2020,68,25
606,2025.emnlp-main.571,2025,6,1
607,2025.emnlp-main.571,2025,-1,114
608,2025.emnlp-main.571,2025,1,1
609,2020.emnlp-main.238,2020,-1,62
610,2020.emnlp-main.238,2020,-1,-1
611,2020.emnlp-main.238,2020,-1,48
612,2020.emnlp-main.238,2020,-1,48
613,2024.emnlp-main.116,2024,74,54
614,2024.emnlp-main.116,2024,-1,64
615,2024.emnlp-main.116,2024,-1,-1
616,2024.emnlp-main.216,2024,20,8
617,2024.emnlp-main.216,2024,20,114
618,2024.emnlp-main.216,2024,20,96
619,2025.emnlp-main.1429,2025,-1,-1
620,2025.emnlp-main.1429,2025,78,-1
621,2025.emnlp-main.1194,2025,-1,82
622,2023.emnlp-main.759,2023,11,90
623,2023.emnlp-main.759,2023,11,1
624,2023.emnlp-main.759,2023,11,0
625,2023.emnlp-main.759,2023,44,48
626,2024.emnlp-main.1076,2024,-1,6
627,2024.emnlp-main.1076,2024,-1,6
628,2024.emnlp-main.1076,2024,56,48
629,2021.emnlp-main.635,2021,-1,8
630,2021.emnlp-main.635,2021,-1,-1
631,2021.emnlp-main.635,2021,56,72
632,2021.emnlp-main.635,2021,56,5
633,2022.emnlp-main.34,2022,78,14
634,2022.emnlp-main.34,2022,-1,10
635,2022.emnlp-main.34,2022,-1,10
636,2022.emnlp-main.34,2022,-1,10
637,2025.emnlp-main.148,2025,41,53
638,2025.emnlp-main.148,2025,42,3
639,2025.emnlp-main.148,2025,41,54
640,2025.emnlp-main.148,2025,42,3
641,2025.emnlp-main.148,2025,43,-1
642,2020.emnlp-main.262,2020,56,-1
643,2020.emnlp-main.262,2020,55,67
644,2020.emnlp-main.262,2020,56,56
